Rideshare_Company,Order_Date,Customer_Id,Number_Of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Historical_Unit_Price,Pricing_Model,Supply_By_Demand,"Demand_Profile
(34%-66%-MED)"
HWCO,11/27/25,User_SIL_320,29,6,Suburban,Silver,24,4.37,Afternoon,Economy,50,$197.46 ,$3.95 ,STANDARD,20.69%,HIGH
HWCO,11/27/25,User_GLD_275,100,70,Urban,Gold,42,4.9,Night,Premium,167,$762.88 ,$4.57 ,STANDARD,70.00%,LOW
HWCO,11/27/25,User_GLD_276,37,10,Suburban,Gold,27,4.26,Afternoon,Economy,143,$512.45 ,$3.58 ,STANDARD,27.03%,HIGH
HWCO,11/27/25,User_GLD_277,31,14,Urban,Gold,37,4.3,Night,Premium,103,$484.47 ,$4.70 ,STANDARD,45.16%,MEDIUM
HWCO,11/27/25,User_SIL_321,49,12,Suburban,Silver,30,4.37,Afternoon,Premium,84,$353.02 ,$4.20 ,STANDARD,24.49%,HIGH
HWCO,11/27/25,User_REG_274,42,19,Rural,Regular,56,4.84,Evening,Premium,144,$539.73 ,$3.75 ,CONTRACTED,45.24%,MEDIUM
HWCO,11/27/25,User_REG_275,61,5,Rural,Regular,48,4.15,Morning,Economy,29,$114.16 ,$3.94 ,STANDARD,8.20%,HIGH
HWCO,11/27/25,User_GLD_278,24,7,Suburban,Gold,85,4.36,Night,Economy,169,$521.41 ,$3.09 ,STANDARD,29.17%,HIGH
HWCO,11/27/25,User_REG_276,20,10,Rural,Regular,18,4.28,Evening,Premium,123,$450.39 ,$3.66 ,CONTRACTED,50.00%,MEDIUM
HWCO,11/27/25,User_SIL_322,22,9,Urban,Silver,36,4.51,Evening,Premium,10,$82.69 ,$8.27 ,CUSTOM,40.91%,MEDIUM
HWCO,11/27/25,User_REG_277,98,87,Suburban,Regular,59,4.26,Afternoon,Economy,13,$34.57 ,$2.66 ,CONTRACTED,88.78%,LOW
HWCO,11/27/25,User_SIL_323,30,14,Urban,Silver,64,4.45,Afternoon,Economy,147,$535.17 ,$3.64 ,STANDARD,46.67%,MEDIUM
HWCO,11/27/25,User_REG_278,32,13,Urban,Regular,75,4.56,Evening,Premium,111,$333.40 ,$3.00 ,CONTRACTED,40.63%,MEDIUM
HWCO,11/27/25,User_SIL_324,22,12,Urban,Silver,49,4.88,Night,Premium,35,$179.84 ,$5.14 ,STANDARD,54.55%,MEDIUM
HWCO,11/27/25,User_SIL_325,62,8,Urban,Silver,13,4.2,Night,Premium,65,$241.99 ,$3.72 ,CONTRACTED,12.90%,HIGH
HWCO,11/27/25,User_GLD_279,51,27,Urban,Gold,8,4.31,Night,Economy,92,$369.38 ,$4.02 ,STANDARD,52.94%,MEDIUM
HWCO,11/27/25,User_REG_279,85,74,Suburban,Regular,82,3.92,Evening,Premium,177,$704.30 ,$3.98 ,CONTRACTED,87.06%,LOW
HWCO,11/27/25,User_SIL_326,28,9,Urban,Silver,26,3.95,Night,Premium,114,$466.97 ,$4.10 ,STANDARD,32.14%,HIGH
HWCO,11/27/25,User_SIL_327,93,70,Suburban,Silver,21,3.81,Evening,Economy,12,$41.12 ,$3.43 ,STANDARD,75.27%,LOW
HWCO,11/27/25,User_SIL_328,36,9,Suburban,Silver,53,4.46,Night,Premium,127,$404.03 ,$3.18 ,CONTRACTED,25.00%,HIGH
HWCO,11/27/25,User_GLD_280,80,22,Rural,Gold,17,4.4,Morning,Economy,141,$423.75 ,$3.01 ,STANDARD,27.50%,HIGH
HWCO,11/27/25,User_REG_280,60,24,Rural,Regular,18,4.16,Morning,Premium,45,$165.72 ,$3.68 ,CONTRACTED,40.00%,MEDIUM
HWCO,11/27/25,User_SIL_329,97,45,Urban,Silver,90,3.71,Morning,Premium,151,$578.82 ,$3.83 ,CONTRACTED,46.39%,MEDIUM
HWCO,11/27/25,User_SIL_330,53,14,Suburban,Silver,24,3.99,Afternoon,Premium,161,$707.45 ,$4.39 ,STANDARD,26.42%,HIGH
HWCO,11/28/25,User_SIL_331,79,22,Rural,Silver,53,3.96,Evening,Premium,126,$542.81 ,$4.31 ,STANDARD,27.85%,HIGH
HWCO,11/28/25,User_SIL_332,44,24,Urban,Silver,55,4.08,Afternoon,Premium,137,$513.99 ,$3.75 ,CONTRACTED,54.55%,MEDIUM
HWCO,11/28/25,User_REG_281,34,12,Suburban,Regular,3,4.83,Night,Premium,62,$298.36 ,$4.81 ,STANDARD,35.29%,MEDIUM
HWCO,11/28/25,User_SIL_333,55,12,Urban,Silver,96,4.66,Morning,Premium,48,$183.27 ,$3.82 ,CONTRACTED,21.82%,HIGH
HWCO,11/28/25,User_REG_282,49,29,Suburban,Regular,35,4.8,Evening,Premium,160,$468.31 ,$2.93 ,CONTRACTED,59.18%,MEDIUM
HWCO,11/28/25,User_REG_283,72,54,Rural,Regular,68,3.85,Afternoon,Economy,74,$220.50 ,$2.98 ,STANDARD,75.00%,LOW
HWCO,11/28/25,User_GLD_281,72,27,Urban,Gold,76,3.97,Morning,Premium,70,$265.95 ,$3.80 ,CONTRACTED,37.50%,MEDIUM
HWCO,11/28/25,User_GLD_282,99,6,Suburban,Gold,49,4.32,Afternoon,Economy,113,$311.49 ,$2.76 ,CONTRACTED,6.06%,HIGH
HWCO,11/28/25,User_REG_284,21,10,Rural,Regular,22,4.42,Morning,Economy,151,$647.85 ,$4.29 ,CUSTOM,47.62%,MEDIUM
HWCO,11/28/25,User_SIL_334,50,25,Urban,Silver,89,4.74,Afternoon,Economy,107,$383.91 ,$3.59 ,STANDARD,50.00%,MEDIUM
HWCO,11/28/25,User_SIL_335,61,35,Rural,Silver,4,4.77,Morning,Premium,115,$557.92 ,$4.85 ,STANDARD,57.38%,MEDIUM
HWCO,11/28/25,User_SIL_336,24,5,Rural,Silver,57,4.96,Night,Premium,70,$228.80 ,$3.27 ,CONTRACTED,20.83%,HIGH
HWCO,11/28/25,User_SIL_337,31,17,Rural,Silver,71,4.46,Evening,Premium,55,$237.77 ,$4.32 ,STANDARD,54.84%,MEDIUM
HWCO,11/28/25,User_REG_285,35,20,Suburban,Regular,62,3.55,Afternoon,Economy,117,$297.09 ,$2.54 ,CONTRACTED,57.14%,MEDIUM
HWCO,11/28/25,User_REG_286,74,30,Urban,Regular,97,3.9,Evening,Economy,179,$794.32 ,$4.44 ,CUSTOM,40.54%,MEDIUM
HWCO,11/28/25,User_REG_287,94,61,Urban,Regular,12,4.95,Evening,Premium,133,$563.85 ,$4.24 ,STANDARD,64.89%,MEDIUM
HWCO,11/28/25,User_SIL_338,44,11,Rural,Silver,31,3.92,Afternoon,Premium,110,$339.29 ,$3.08 ,CONTRACTED,25.00%,HIGH
HWCO,11/28/25,User_GLD_283,84,37,Urban,Gold,3,3.83,Evening,Premium,69,$248.95 ,$3.61 ,CONTRACTED,44.05%,MEDIUM
HWCO,11/28/25,User_REG_288,27,12,Suburban,Regular,39,4.51,Morning,Premium,55,$279.27 ,$5.08 ,STANDARD,44.44%,MEDIUM
HWCO,11/28/25,User_REG_289,59,36,Suburban,Regular,43,3.74,Evening,Premium,25,$145.04 ,$5.80 ,STANDARD,61.02%,MEDIUM
HWCO,11/28/25,User_REG_290,82,20,Urban,Regular,59,3.99,Night,Premium,45,$241.83 ,$5.37 ,STANDARD,24.39%,HIGH
HWCO,11/28/25,User_GLD_284,24,10,Urban,Gold,24,4.09,Morning,Premium,97,$430.61 ,$4.44 ,STANDARD,41.67%,MEDIUM
HWCO,11/28/25,User_REG_291,84,67,Suburban,Regular,48,4.87,Night,Economy,81,$219.99 ,$2.72 ,CONTRACTED,79.76%,LOW
HWCO,11/28/25,User_REG_292,52,9,Suburban,Regular,24,4.19,Morning,Economy,102,$366.73 ,$3.60 ,STANDARD,17.31%,HIGH
HWCO,11/28/25,User_SIL_339,38,12,Rural,Silver,44,4.85,Evening,Economy,110,$356.88 ,$3.24 ,STANDARD,31.58%,HIGH
HWCO,11/28/25,User_REG_293,26,12,Urban,Regular,80,4.27,Afternoon,Economy,134,$441.47 ,$3.29 ,STANDARD,46.15%,MEDIUM
HWCO,11/28/25,User_REG_294,61,39,Suburban,Regular,82,4.49,Morning,Premium,46,$230.14 ,$5.00 ,STANDARD,63.93%,MEDIUM
HWCO,11/28/25,User_GLD_285,87,41,Rural,Gold,97,4.27,Afternoon,Premium,37,$158.89 ,$4.29 ,STANDARD,47.13%,MEDIUM
HWCO,11/28/25,User_GLD_286,98,46,Suburban,Gold,55,4.71,Evening,Economy,173,$766.92 ,$4.43 ,CUSTOM,46.94%,MEDIUM
HWCO,11/28/25,User_SIL_340,24,13,Urban,Silver,54,4.09,Morning,Economy,161,$466.72 ,$2.90 ,STANDARD,54.17%,MEDIUM
HWCO,11/28/25,User_GLD_287,44,8,Urban,Gold,43,3.82,Night,Economy,86,$233.51 ,$2.72 ,CONTRACTED,18.18%,HIGH
HWCO,11/28/25,User_REG_295,71,59,Urban,Regular,71,4.47,Evening,Economy,31,$104.10 ,$3.36 ,STANDARD,83.10%,LOW
HWCO,11/28/25,User_SIL_341,91,59,Urban,Silver,68,4.77,Night,Economy,15,$38.34 ,$2.56 ,CONTRACTED,64.84%,MEDIUM
HWCO,11/29/25,User_GLD_288,32,14,Urban,Gold,75,4.49,Night,Economy,177,$761.02 ,$4.30 ,CUSTOM,43.75%,MEDIUM
HWCO,11/29/25,User_SIL_342,79,24,Urban,Silver,0,4.26,Evening,Economy,82,$284.86 ,$3.47 ,STANDARD,30.38%,HIGH
HWCO,11/29/25,User_REG_296,73,27,Urban,Regular,55,4.27,Morning,Premium,50,$216.06 ,$4.32 ,STANDARD,36.99%,MEDIUM
HWCO,11/29/25,User_SIL_343,32,16,Rural,Silver,80,4.78,Morning,Economy,11,$39.37 ,$3.58 ,STANDARD,50.00%,MEDIUM
HWCO,11/29/25,User_SIL_344,22,10,Rural,Silver,5,4.44,Morning,Premium,129,$471.78 ,$3.66 ,CONTRACTED,45.45%,MEDIUM
HWCO,11/29/25,User_SIL_345,35,19,Urban,Silver,45,4.99,Afternoon,Economy,159,$508.67 ,$3.20 ,STANDARD,54.29%,MEDIUM
HWCO,11/29/25,User_REG_297,24,10,Suburban,Regular,79,4.3,Night,Economy,24,$95.12 ,$3.96 ,STANDARD,41.67%,MEDIUM
HWCO,11/29/25,User_GLD_289,67,31,Rural,Gold,64,3.62,Night,Economy,169,$735.14 ,$4.35 ,CUSTOM,46.27%,MEDIUM
HWCO,11/29/25,User_SIL_346,100,73,Urban,Silver,95,3.98,Night,Premium,100,$456.60 ,$4.57 ,STANDARD,73.00%,LOW
HWCO,11/29/25,User_SIL_347,66,16,Urban,Silver,94,4.52,Morning,Economy,34,$122.24 ,$3.60 ,STANDARD,24.24%,HIGH
HWCO,11/29/25,User_REG_298,96,36,Urban,Regular,57,4.06,Evening,Premium,139,$599.82 ,$4.32 ,STANDARD,37.50%,MEDIUM
HWCO,11/29/25,User_REG_299,60,8,Urban,Regular,68,4.84,Morning,Premium,144,$438.52 ,$3.05 ,CONTRACTED,13.33%,HIGH
HWCO,11/29/25,User_SIL_348,92,31,Rural,Silver,54,3.91,Night,Premium,148,$516.13 ,$3.49 ,CONTRACTED,33.70%,HIGH
HWCO,11/29/25,User_SIL_349,92,49,Urban,Silver,9,4.23,Evening,Premium,89,$397.48 ,$4.47 ,STANDARD,53.26%,MEDIUM
HWCO,11/29/25,User_SIL_350,56,37,Urban,Silver,27,4.12,Afternoon,Premium,68,$317.84 ,$4.67 ,STANDARD,66.07%,MEDIUM
HWCO,11/29/25,User_REG_300,88,71,Rural,Regular,42,4.87,Afternoon,Premium,109,$330.78 ,$3.03 ,CONTRACTED,80.68%,LOW
HWCO,11/29/25,User_SIL_351,87,47,Rural,Silver,6,4.54,Morning,Premium,162,$743.32 ,$4.59 ,STANDARD,54.02%,MEDIUM
HWCO,11/29/25,User_GLD_290,85,6,Suburban,Gold,92,4.11,Afternoon,Economy,73,$274.17 ,$3.76 ,STANDARD,7.06%,HIGH
HWCO,11/29/25,User_REG_301,98,54,Rural,Regular,34,4.57,Evening,Premium,113,$462.41 ,$4.09 ,STANDARD,55.10%,MEDIUM
HWCO,11/29/25,User_REG_302,28,14,Rural,Regular,24,4.2,Afternoon,Economy,147,$533.08 ,$3.63 ,STANDARD,50.00%,MEDIUM
HWCO,11/29/25,User_SIL_352,36,9,Suburban,Silver,22,3.51,Night,Premium,37,$143.22 ,$3.87 ,CONTRACTED,25.00%,HIGH
HWCO,11/29/25,User_SIL_353,20,8,Suburban,Silver,38,4.82,Night,Premium,155,$574.95 ,$3.71 ,CONTRACTED,40.00%,MEDIUM
HWCO,11/29/25,User_REG_303,94,36,Rural,Regular,41,4.57,Morning,Economy,76,$215.74 ,$2.84 ,CONTRACTED,38.30%,MEDIUM
HWCO,11/29/25,User_GLD_291,94,82,Suburban,Gold,48,4.92,Morning,Premium,20,$129.77 ,$6.49 ,STANDARD,87.23%,LOW
HWCO,11/29/25,User_REG_304,70,7,Urban,Regular,13,4.09,Afternoon,Economy,117,$321.00 ,$2.74 ,CONTRACTED,10.00%,HIGH
HWCO,11/29/25,User_REG_305,90,71,Suburban,Regular,37,3.51,Morning,Premium,32,$172.59 ,$5.39 ,STANDARD,78.89%,LOW
HWCO,11/29/25,User_SIL_354,42,10,Urban,Silver,56,4.01,Night,Premium,95,$455.21 ,$4.79 ,STANDARD,23.81%,HIGH
HWCO,11/29/25,User_GLD_292,44,18,Suburban,Gold,88,3.67,Night,Premium,50,$199.84 ,$4.00 ,CONTRACTED,40.91%,MEDIUM
HWCO,11/29/25,User_REG_306,60,16,Suburban,Regular,28,3.91,Evening,Economy,105,$281.10 ,$2.68 ,CONTRACTED,26.67%,HIGH
HWCO,11/29/25,User_SIL_355,26,5,Rural,Silver,7,4.75,Afternoon,Premium,140,$413.55 ,$2.95 ,CONTRACTED,19.23%,HIGH
HWCO,11/29/25,User_REG_307,79,13,Rural,Regular,6,4.63,Afternoon,Economy,38,$134.09 ,$3.53 ,STANDARD,16.46%,HIGH
HWCO,11/29/25,User_GLD_293,26,8,Rural,Gold,65,3.58,Night,Premium,89,$378.50 ,$4.25 ,STANDARD,30.77%,HIGH
HWCO,11/29/25,User_SIL_356,62,7,Urban,Silver,2,4.71,Morning,Premium,28,$162.05 ,$5.79 ,STANDARD,11.29%,HIGH
HWCO,11/30/25,User_GLD_294,42,16,Rural,Gold,33,3.63,Morning,Economy,166,$513.12 ,$3.09 ,STANDARD,38.10%,MEDIUM
HWCO,11/30/25,User_REG_308,57,16,Urban,Regular,0,3.95,Afternoon,Economy,97,$308.64 ,$3.18 ,STANDARD,28.07%,HIGH
HWCO,11/30/25,User_GLD_295,33,13,Rural,Gold,34,4.78,Morning,Economy,66,$239.09 ,$3.62 ,STANDARD,39.39%,MEDIUM
HWCO,11/30/25,User_REG_309,22,10,Rural,Regular,26,4.97,Morning,Economy,170,$562.17 ,$3.31 ,STANDARD,45.45%,MEDIUM
HWCO,11/30/25,User_REG_310,67,44,Urban,Regular,27,4.69,Morning,Economy,129,$467.02 ,$3.62 ,STANDARD,65.67%,MEDIUM
HWCO,11/30/25,User_SIL_357,62,15,Suburban,Silver,15,4.28,Night,Economy,73,$327.43 ,$4.49 ,CUSTOM,24.19%,HIGH
HWCO,11/30/25,User_REG_311,95,49,Rural,Regular,92,4.27,Night,Premium,99,$332.09 ,$3.35 ,CONTRACTED,51.58%,MEDIUM
HWCO,11/30/25,User_SIL_358,61,36,Urban,Silver,72,4.64,Night,Premium,109,$457.09 ,$4.19 ,STANDARD,59.02%,MEDIUM
HWCO,11/30/25,User_SIL_359,48,12,Rural,Silver,25,4.26,Night,Economy,180,$552.82 ,$3.07 ,STANDARD,25.00%,HIGH
HWCO,11/30/25,User_REG_312,93,59,Rural,Regular,30,4.11,Afternoon,Premium,89,$281.05 ,$3.16 ,CONTRACTED,63.44%,MEDIUM
HWCO,11/30/25,User_GLD_296,59,18,Urban,Gold,67,3.86,Morning,Economy,98,$288.35 ,$2.94 ,STANDARD,30.51%,HIGH
HWCO,11/30/25,User_REG_313,95,73,Urban,Regular,20,3.59,Evening,Premium,138,$666.82 ,$4.83 ,STANDARD,76.84%,LOW
HWCO,11/30/25,User_REG_314,71,33,Suburban,Regular,4,4.88,Evening,Premium,109,$436.02 ,$4.00 ,CONTRACTED,46.48%,MEDIUM
HWCO,11/30/25,User_GLD_297,20,7,Suburban,Gold,71,3.83,Morning,Premium,51,$248.22 ,$4.87 ,STANDARD,35.00%,MEDIUM
HWCO,11/30/25,User_GLD_298,23,7,Urban,Gold,96,3.97,Afternoon,Premium,165,$493.23 ,$2.99 ,CONTRACTED,30.43%,HIGH
HWCO,11/30/25,User_SIL_360,80,69,Suburban,Silver,94,4.44,Night,Economy,74,$291.51 ,$3.94 ,STANDARD,86.25%,LOW
HWCO,11/30/25,User_GLD_299,58,10,Urban,Gold,51,4.27,Night,Premium,138,$459.06 ,$3.33 ,CONTRACTED,17.24%,HIGH
HWCO,11/30/25,User_GLD_300,71,25,Urban,Gold,72,4.46,Evening,Economy,169,$603.94 ,$3.57 ,STANDARD,35.21%,MEDIUM
HWCO,11/30/25,User_GLD_301,69,26,Rural,Gold,48,4.28,Evening,Premium,175,$502.60 ,$2.87 ,CONTRACTED,37.68%,MEDIUM
HWCO,11/30/25,User_GLD_302,89,54,Suburban,Gold,48,4.38,Afternoon,Economy,24,$74.79 ,$3.12 ,STANDARD,60.67%,MEDIUM
HWCO,11/30/25,User_SIL_361,84,62,Urban,Silver,52,4.61,Afternoon,Economy,29,$126.23 ,$4.35 ,CUSTOM,73.81%,LOW
HWCO,11/30/25,User_SIL_362,98,61,Urban,Silver,91,4.28,Night,Economy,95,$319.94 ,$3.37 ,STANDARD,62.24%,MEDIUM
HWCO,11/30/25,User_GLD_303,95,25,Urban,Gold,26,3.62,Morning,Economy,81,$207.61 ,$2.56 ,CONTRACTED,26.32%,HIGH
HWCO,11/30/25,User_SIL_363,79,29,Rural,Silver,29,4.22,Night,Economy,99,$304.74 ,$3.08 ,STANDARD,36.71%,MEDIUM
HWCO,11/30/25,User_SIL_364,82,10,Urban,Silver,97,4.43,Night,Economy,177,$481.77 ,$2.72 ,CONTRACTED,12.20%,HIGH
HWCO,11/30/25,User_GLD_304,87,5,Rural,Gold,6,3.76,Evening,Economy,28,$83.34 ,$2.98 ,STANDARD,5.75%,HIGH
HWCO,11/30/25,User_GLD_305,83,35,Rural,Gold,3,4.32,Night,Premium,116,$513.65 ,$4.43 ,STANDARD,42.17%,MEDIUM
HWCO,11/30/25,User_REG_315,47,9,Rural,Regular,5,4.81,Night,Premium,178,$561.37 ,$3.15 ,CONTRACTED,19.15%,HIGH
HWCO,11/30/25,User_SIL_365,34,7,Urban,Silver,54,4.71,Night,Premium,149,$516.51 ,$3.47 ,CONTRACTED,20.59%,HIGH
HWCO,11/30/25,User_REG_316,26,13,Rural,Regular,14,4.19,Morning,Economy,174,$666.43 ,$3.83 ,STANDARD,50.00%,MEDIUM
HWCO,11/30/25,User_GLD_306,88,7,Rural,Gold,11,3.64,Night,Premium,130,$573.21 ,$4.41 ,STANDARD,7.95%,HIGH
HWCO,11/30/25,User_REG_317,57,26,Rural,Regular,92,3.8,Evening,Premium,67,$283.80 ,$4.24 ,STANDARD,45.61%,MEDIUM
HWCO,11/30/25,User_SIL_366,45,17,Rural,Silver,67,4.7,Afternoon,Economy,15,$66.78 ,$4.45 ,CUSTOM,37.78%,MEDIUM
HWCO,11/30/25,User_REG_320,53,27,Suburban,Regular,78,3.63,Night,Premium,58,$279.10 ,$4.81 ,STANDARD,50.94%,MEDIUM
HWCO,11/30/25,User_GLD_313,78,63,Rural,Gold,14,4.21,Afternoon,Economy,147,$655.07 ,$4.46 ,CUSTOM,80.77%,LOW
